country_name,year,co2_emissions,male_death_rate,female_death_rate,cigarette_sales,land_area,GDP,population,gdp_norm,co2_norm
Romania,1990,172630.0,40.98,7.2,5.0,230080.0,38995454545.0,23201835.0,1680.7056228526753,0.7503042420027817
Romania,1991,142760.0,42.39,6.96,3.599999904632568,230080.0,28998684211.0,23001155.0,1260.749045471847,0.6204798331015299
Romania,1992,126190.0,45.33,6.85,4.300000190734863,230080.0,25121666667.0,22794284.0,1102.1037847470884,0.54846140472879
Romania,1993,117700.0,46.02,7.94,5.5,230080.0,26362894737.0,22763280.0,1158.132515920377,0.5115611961057024
Romania,1994,115160.0,47.81,7.76,5.699999809265137,230080.0,30074440483.0,22730211.0,1323.1043250324426,0.5005215577190543
Romania,1995,120880.0,48.48,7.94,6.300000190734863,230080.0,37435317265.0,22684270.0,1650.2764807948415,0.5253824756606398
Romania,1996,124210.0,47.54,7.9,4.900000095367432,230080.0,36937074278.0,22619004.0,1633.0106435278935,0.539855702364395
Romania,1997,113610.0,48.33,8.32,4.699999809265137,230080.0,35574916295.0,22553978.0,1577.3233571035673,0.4937847705146036
Romania,1998,99540.0,48.94,8.3,5.0,230080.0,41694118973.0,22507344.0,1852.4673090258896,0.4326321279554937
Romania,1999,84990.0,47.2,8.26,6.0,230080.0,35952781582.0,22472040.0,1599.889533037499,0.3693932545201669
Romania,2000,89020.0,49.87,8.76,6.0,230080.0,37253259017.0,22442971.0,1659.9076395455843,0.38690890125173855
Romania,2001,95230.0,50.18,8.76,5.599999904632568,230080.0,40394824679.0,22131970.0,1825.1798045542264,0.41389951321279556
Romania,2002,93739.9978637695,50.67,8.7,5.699999809265137,230080.0,46066101951.0,21730496.0,2119.8826732256825,0.40742349558314284
Romania,2003,98139.9993896484,49.9,9.23,5.800000190734863,230080.0,57806506024.0,21574326.0,2679.411909507625,0.42654728524708097
Romania,2004,95349.9984741211,49.97,8.59,5.599999904632568,230080.0,74972669057.0,21451748.0,3494.9445172020482,0.41442106429990044
Romania,2005,94709.9990844727,51.88,9.44,5.099999904632568,230080.0,98452791983.0,21319685.0,4617.929016446537,0.41163942578439106
Romania,2006,99260.0021362305,50.94,9.94,4.599999904632568,230080.0,122023000000.0,21193760.0,5757.496546153207,0.4314151692290964
Romania,2007,96730.0033569336,51.12,9.64,4.699999809265137,230080.0,174585000000.0,20882982.0,8360.156609817506,0.42041899929126214
Romania,2008,95419.9981689453,51.97,9.55,4.900000095367432,230080.0,214314000000.0,20537875.0,10435.062049993001,0.4147253049762922
Romania,2009,80709.9990844727,53.01,9.7,4.900000095367432,230080.0,174104000000.0,20367487.0,8548.133601361818,0.3507910252280628
Romania,2010,77620.002746582,52.33,10.05,4.099999904632568,230080.0,170029000000.0,20246871.0,8397.791441452855,0.3373609298790942
Romania,2011,84059.9975585938,52.27,10.56,4.199999809265137,230080.0,192614000000.0,20147528.0,9560.180286137336,0.36535117158637775
Romania,2012,81849.9984741211,52.19,10.99,4.099999904632568,230080.0,179133000000.0,20058035.0,8930.735239020174,0.3557458209062982
Romania,2013,72089.9963378906,51.41,11.23,4.0,230080.0,189790000000.0,19983693.0,9497.243577550957,0.3133257838051573
Russian Federation,1988,3950345.423,77.62,8.15,4.900000095367432,16376870.0,554713000000.0,146857000.0,3777.2322735722505,0.241214922204304
Russian Federation,1989,3862616.115,78.69,8.19,4.599999904632568,16376870.0,506500000000.0,147721000.0,3428.7609750814036,0.23585801896210937
